7930,27/11/2022,09:00,13,0.9,43.2,0.6,26,58.3,0,1006,21.5,7.9,16
7931,27/11/2022,10:00,8,1.1,48.5,0.7,27.2,54.2,0,1006,18.2,7.8,16
7932,27/11/2022,11:00,14,1.1,41.3,0.7,27.7,53,0,1005,20.8,7.9,17
7933,27/11/2022,12:00,64,1.3,35.8,0.7,27.7,54.5,0,1004,23.7,8.3,18
7934,27/11/2022,13:00,3,1.1,35.7,0.6,26.5,60.1,4.3,1004,21.3,8.2,18
7935,27/11/2022,14:00,25,0.3,49.1,0.5,23.1,77.8,8.2,1004,20.1,9.4,21
7936,27/11/2022,15:00,345,1,41,0.5,22.6,79.4,11.9,1005,15.5,8.1,19
7937,27/11/2022,16:00,354,1.6,22.7,0.6,21.7,81.5,0,1004,12,6.2,15
7938,27/11/2022,17:00,350,1.7,21.2,0.7,22.6,77.2,0,1004,11.8,6.1,14
7939,27/11/2022,18:00,341,1.9,18.1,0.6,22.9,76.3,0,1004,10.8,5,10
7940,27/11/2022,19:00,344,1.3,35.4,0.6,23,77.3,0,1005,16.6,6.6,14
7941,27/11/2022,20:00,346,1.4,33.9,0.6,22.8,78.9,0,1005,14.3,6.7,15
7942,27/11/2022,21:00,346,0.3,62.9,0.3,22.6,79.1,0,1005,12.2,6.3,15
7943,27/11/2022,22:00,358,0.1,64.6,0.3,22.9,75.3,0,1004,12.4,6.3,14
7944,27/11/2022,23:00,0,0.3,50.1,0.3,23.1,73.2,0,1004,14.1,6.7,16
7945,28/11/2022,00:00,321,0.1,72.9,0.2,23.1,73,0,1003,13.5,7.3,17
7946,28/11/2022,01:00,1,0.5,52.9,0.3,23.1,72.8,0,1003,13.5,6.9,14
7947,28/11/2022,02:00,350,0.7,45.2,0.4,23,68.7,0,1003,14.2,7.6,16
7948,28/11/2022,03:00,340,1,42.9,0.4,22.8,66.4,0,1003,15,7.1,15
7949,28/11/2022,04:00,351,0.7,37.2,0.3,22.8,65.5,0,1003,15.4,6.7,13
7950,28/11/2022,05:00,342,0.4,51.1,0.2,23.2,62.6,0,1004,14.3,6.2,12
7951,28/11/2022,06:00,354,0.5,50.4,0.3,23.7,62.3,0,1004,14.7,6,12
7952,28/11/2022,07:00,2,0.6,61.7,0.5,24.7,60,0,1004,14.7,5.8,12
7953,28/11/2022,08:00,341,1,51.8,0.7,26.4,52.5,0,1004,13.6,5,9
7954,28/11/2022,09:00,352,1.1,41,0.7,28.3,47,0,1003,13.5,5.1,8
7955,28/11/2022,10:00,346,1.1,46.3,0.6,29.9,42.9,0,1003,12.3,5.3,9
7956,28/11/2022,11:00,9,1.3,46,0.8,29.5,50.8,0,1002,14,6,12
7957,28/11/2022,12:00,20,1.5,36.1,0.8,28.7,55.4,0,1001,17.8,6.3,12
7958,28/11/2022,13:00,3,2,29.5,1,28.3,56.8,0,1001,16.3,6.2,11
7959,28/11/2022,14:00,359,2.7,25,1,28.2,56.2,0,1000,18.3,6.1,11
7960,28/11/2022,15:00,354,2.9,25.4,1.2,27.8,56.9,0,1000,16.2,6.2,12
7961,28/11/2022,16:00,354,2.3,28.6,1,27.5,59.5,0,999,17.3,6.2,12
7962,28/11/2022,17:00,167,0.9,37.4,1,24.6,70.9,10.9,1001,17.3,5.8,10
7963,28/11/2022,18:00,15,1.3,36.4,0.7,21.7,85.8,0.1,1002,7.2,3.2,5
7964,28/11/2022,19:00,29,0.6,28.9,0.4,22,81.3,0,1002,17.5,7.7,21
7965,28/11/2022,20:00,74,0.6,33.4,0.3,22.9,81.3,0,1003,16.2,6.4,15
7966,28/11/2022,21:00,65,0.6,44.1,0.4,23.3,81.5,0,1004,15.7,6.5,13
7967,28/11/2022,22:00,133,0.6,30,0.2,23.4,83.1,0,1004,24.8,9.3,19
7968,28/11/2022,23:00,169,0.2,50.2,0.2,23.4,83,0,1003,23.3,9.2,19
7969,29/11/2022,00:00,197,0.2,78.8,0.3,22.9,82.3,0,1003,27.6,10.7,21
7970,29/11/2022,01:00,198,0.2,84.2,0.3,22.5,82.2,0,1003,25.6,11.5,26
7971,29/11/2022,02:00,184,0.1,83.7,0.3,22.4,81,0,1003,24.5,10,20
7972,29/11/2022,03:00,207,0.1,67.8,0.2,22.3,80.2,0,1003,16.6,7.1,17
7973,29/11/2022,04:00,308,0.2,62.6,0.2,22.4,79.7,0,1003,16,7.7,20
7974,29/11/2022,05:00,201,0.1,56.2,0.2,22.8,79.6,0,1004,15.2,7.4,20
7975,29/11/2022,06:00,181,0.2,67.5,0.3,23.8,74.6,0,1004,15.7,7.7,19
7976,29/11/2022,07:00,185,0.3,66.1,0.3,24,73.7,0,1005,18.4,7.5,18
7977,29/11/2022,08:00,156,0.1,87.2,0.3,24.6,67,1.4,1005,16,6.5,14
7978,29/11/2022,09:00,192,0.7,48.5,0.5,22.7,76.3,0.3,1005,15.6,6.1,12
7979,29/11/2022,10:00,170,0.4,56.5,0.3,22.9,77.2,0,1005,13.9,6,13
7980,29/11/2022,11:00,,0,67.9,0.3,25,68.8,0,1005,13.4,6.5,16
7981,29/11/2022,12:00,10,0.8,42.1,0.5,26.1,63.4,0,1005,16,7.4,18
7982,29/11/2022,13:00,7,0.9,38,0.5,27.5,58.2,0,1004,15.8,7.1,17
7983,29/11/2022,14:00,23,1.2,40.3,0.7,26.7,65.5,0,1004,23.4,10,25
7984,29/11/2022,15:00,53,1.3,41.8,0.8,25.7,67.3,0,1004,21.3,9.5,23
7985,29/11/2022,16:00,68,1.3,36.5,0.7,25.2,67.4,0,1004,19.7,9.1,22
7986,29/11/2022,17:00,66,1.2,40.5,0.8,24.9,68.1,0,1005,19,8.5,20
7987,29/11/2022,18:00,91,1.1,42.8,0.7,24.6,68.2,0,1006,17.7,8.3,20
7988,29/11/2022,19:00,101,1.2,37.5,0.6,24.3,69.3,0,1007,18.4,8.5,20
7989,29/11/2022,20:00,131,1,38.6,0.6,24.1,72,0,1008,21.2,8.9,21
7990,29/11/2022,21:00,117,1.5,40.7,0.8,23.7,71,0,1009,20.2,8.5,20
7991,29/11/2022,22:00,140,1.4,39.7,0.8,23.4,70.4,0,1009,20.7,8.7,21
7992,29/11/2022,23:00,140,1.5,37.9,0.8,23.2,67.6,0,1009,20,8.8,22
7993,30/11/2022,00:00,156,1.8,35.1,1,22.8,65.1,0,1008,20,8.1,18
7994,30/11/2022,01:00,148,1.5,35.2,0.9,22.5,65.1,0,1008,21.5,8.1,13
7995,30/11/2022,02:00,151,1.4,38.3,0.7,22.4,65.9,0,1009,21.3,8.6,17
7996,30/11/2022,03:00,151,1.7,35.8,0.9,22.2,66,0,1009,20.2,8.8,20
7997,30/11/2022,04:00,162,1.7,34.4,0.8,22.1,64.5,0,1009,21.2,8.7,19
7998,30/11/2022,05:00,151,1.9,35,1,22,64.3,0,1010,19.4,8.4,19
7999,30/11/2022,06:00,145,1.6,38.5,0.9,21.8,65.5,0,1010,22.2,9.2,22
8000,30/11/2022,07:00,167,1.8,35.2,1,22,64.4,0,1011,22,9.3,21
8001,30/11/2022,08:00,161,2.2,35.5,1.1,22.3,61.4,0,1011,23.2,8.7,19
8002,30/11/2022,09:00,147,2,41.9,1.1,22.2,59.2,0,1011,22.5,7.9,16
8003,30/11/2022,10:00,149,2.4,34.6,1.2,22,58.6,0,1011,22.9,8.1,15
8004,30/11/2022,11:00,149,1.8,35.8,1,22.2,57.8,0,1011,25.7,8.7,16
8005,30/11/2022,12:00,143,1.5,38.6,0.9,22.2,57.2,0,1010,26.8,9.1,17
8006,30/11/2022,13:00,154,1.7,36,0.9,21.3,60.8,0,1009,27.3,8.9,15
8007,30/11/2022,14:00,177,1.7,30.5,0.9,20.5,65.4,0,1009,24.1,8.3,16
8008,30/11/2022,15:00,178,1.5,33.6,0.8,19.9,69.4,0,1009,21.8,7.8,14
8009,30/11/2022,16:00,166,1.2,31.5,0.5,19.3,72.2,0,1008,19.4,7.7,15
8010,30/11/2022,17:00,170,1.2,30.8,0.6,18.9,73.9,0.2,1008,19.9,7.7,15
8011,30/11/2022,18:00,183,1.5,34.7,0.7,18,77.7,0.4,1009,18.9,7.9,16
8012,30/11/2022,19:00,175,1.2,44.5,0.7,17.7,78.2,0,1008,19.1,8,16
8013,30/11/2022,20:00,178,1.1,35.5,0.5,17.6,80.2,0.4,1009,19.5,7.7,15
8014,30/11/2022,21:00,197,0.7,50,0.5,17.6,82.7,1.3,1009,16.6,7.4,15
8015,30/11/2022,22:00,199,0.8,49.8,0.7,17.1,83.5,1.5,1008,15.8,6.6,13
8016,30/11/2022,23:00,203,0.8,47.2,0.6,16.8,83.8,0.7,1008,16.7,6.7,13
8017,01/12/2022,00:00,197,0.6,49.6,0.5,16.8,83.7,0,1006,15.7,6.6,13
8018,01/12/2022,01:00,196,0.6,56.4,0.5,17.1,82.6,0,1006,14.7,6.2,8
8019,01/12/2022,02:00,203,0.9,47.5,0.6,16.9,82,0,1005,15.3,6.2,8
8020,01/12/2022,03:00,204,1,48.6,0.7,16.6,82.3,0.7,1005,12.7,5.5,9
8021,01/12/2022,04:00,202,0.9,46.5,0.7,16.3,84.7,0.1,1005,9.7,4.2,7
8022,01/12/2022,05:00,206,1.1,37.9,0.7,16.3,85.3,0,1005,7.8,3.4,5
8023,01/12/2022,06:00,202,1,42.9,0.7,16.5,84.5,0.1,1005,6.1,2.2,3
8024,01/12/2022,07:00,203,1.1,45.5,0.8,16.7,84.2,0.5,1005,5.9,2,3
8025,01/12/2022,08:00,204,1.6,32.5,1,16.7,84.8,1,1005,5.1,2,3
8026,01/12/2022,09:00,202,1.4,38.4,0.8,16.7,85.1,0.1,1005,5.2,1.7,2
8027,01/12/2022,10:00,206,1.5,41.6,1,16.8,84.7,2,1004,4.9,1.7,2
8028,01/12/2022,11:00,206,1.8,35.6,1,17,83.9,0.5,1003,6.2,1.9,3
8029,01/12/2022,12:00,206,1.9,33,1.2,17.3,81.7,0,1003,5.8,1.5,2
8030,01/12/2022,13:00,204,1.5,39.7,1,17.1,82.7,0,1003,4.1,1.6,2
8031,01/12/2022,14:00,204,1.6,35.1,1,17.1,82,0,1003,3.5,1.4,2
8032,01/12/2022,15:00,204,1.6,36.2,1,16.9,84,0,1003,3.7,1.2,1
8033,01/12/2022,16:00,199,1.5,36.9,0.9,16.9,83.3,0,1003,3.5,1.4,2
8034,01/12/2022,17:00,201,1.7,30.1,0.9,17,80.4,0,1004,4.7,1.7,2
8035,01/12/2022,18:00,194,1.3,38.5,0.7,17,80.3,0.4,1004,6.5,2.3,3
8036,01/12/2022,19:00,186,0.8,44.4,0.5,16.8,81.8,0,1004,8,3.1,4
8037,01/12/2022,20:00,175,0.7,47.2,0.5,16.8,81.4,0,1004,7.2,2.9,4
8038,01/12/2022,21:00,189,1,49.3,0.7,17.1,80,0.1,1004,6.9,2.2,3
8039,01/12/2022,22:00,186,0.4,67.1,0.5,16.9,80.9,0,1004,6.5,1.9,2
8040,01/12/2022,23:00,194,0.6,49.4,0.5,17.1,79.1,0,1004,5.5,1.6,2
8041,02/12/2022,00:00,195,0.6,53.2,0.5,17.1,76.1,0,1003,5.5,1.6,2
8042,02/12/2022,01:00,181,0.4,61.8,0.4,17.2,75.2,0,1002,4.7,1.5,1
8043,02/12/2022,02:00,159,0.4,59.6,0.3,17.2,75.3,0,1002,6.2,1.5,1
8044,02/12/2022,03:00,174,0.4,56.6,0.4,17.2,74.3,0,1002,4.9,1.4,1
8045,02/12/2022,04:00,194,0.5,56.6,0.5,17.2,74.3,0,1002,6.3,1.7,2
8046,02/12/2022,05:00,198,0.7,53.6,0.6,17.9,70.4,0,1003,5.3,1.7,2
8047,02/12/2022,06:00,198,0.8,50.8,0.6,19.2,65.6,0,1004,7.6,1.8,2
8048,02/12/2022,07:00,197,1,49.3,0.7,20.7,59.3,0,1005,5.9,1.5,2
8049,02/12/2022,08:00,188,2,34.2,1.1,21.3,56.5,0,1005,6.2,1.3,1
8050,02/12/2022,09:00,191,1.3,41.6,0.8,21.9,54.5,0,1005,6.4,1.8,2
8051,02/12/2022,10:00,190,1.9,35.1,1.1,23.1,48.5,0,1005,8.1,2.7,3
8052,02/12/2022,11:00,188,2,36.3,1.1,23.6,44.6,0,1005,10,3,3
8053,02/12/2022,12:00,150,2.4,33.3,1.1,23,48,0,1005,14.3,4.3,5
8054,02/12/2022,13:00,176,2.6,31.5,1.4,22.9,44.9,0,1005,11.1,3.7,5
8055,02/12/2022,14:00,157,2,35.5,1.2,23.1,47.5,0,1005,15.8,5.2,7
8056,02/12/2022,15:00,165,2.4,37.8,1.3,23.7,42.3,0,1005,17.1,5.4,7
8057,02/12/2022,16:00,173,2.9,31.4,1.4,23.7,37.6,0,1005,11,3.8,4
8058,02/12/2022,17:00,170,2.6,29.8,1.2,23.6,35.3,0,1006,9.2,3.5,4
8059,02/12/2022,18:00,181,1.9,29.9,1,22.8,37.6,0,1007,11.6,4.2,5
8060,02/12/2022,19:00,184,1.8,26.2,0.9,21.7,41.7,0,1008,13.5,5.3,7
8061,02/12/2022,20:00,202,1.3,32.2,0.7,20.7,45.3,0,1008,15.6,5.9,7
8062,02/12/2022,21:00,203,0.9,47.1,0.6,19.7,54.7,0,1009,14.8,5.5,7
8063,02/12/2022,22:00,199,0.7,56.2,0.5,19.2,58.8,0,1009,13.7,5.3,7
8064,02/12/2022,23:00,199,0.6,52.2,0.5,18.9,60.9,0,1009,15.4,5.6,7
8065,03/12/2022,00:00,195,0.7,50.6,0.5,18.8,61.9,0,1008,15.2,5.8,7
8066,03/12/2022,01:00,199,0.6,53.4,0.5,18.5,63,0,1008,16.5,5.8,7
8067,03/12/2022,02:00,200,0.5,58.1,0.5,18.1,64.6,0,1008,15.1,5.7,7
8068,03/12/2022,03:00,201,0.5,62.5,0.5,17.8,65.6,0,1008,15.1,5.7,7
8069,03/12/2022,04:00,199,0.6,55.9,0.5,17.5,67.2,0,1008,14.7,5.8,8
8070,03/12/2022,05:00,192,0.3,63.3,0.4,17.7,67.3,0,1009,14.8,6,9
8071,03/12/2022,06:00,188,0.6,54.5,0.5,19.3,61.9,0,1009,15.8,5.8,9
8072,03/12/2022,07:00,189,1.6,40.7,1,20.9,54.5,0,1010,13.6,4.6,6
8073,03/12/2022,08:00,186,2.6,32.3,1.3,21.9,51.2,0,1010,12.5,4.4,5
8074,03/12/2022,09:00,179,1.7,36.2,1.1,22.9,50.1,0,1010,13.9,5.1,6
8075,03/12/2022,10:00,186,1.6,41.4,1,23.6,48.2,0,1010,16.4,5.7,7
8076,03/12/2022,11:00,166,2.1,42.3,1.3,23.7,47.1,0,1009,20.4,6.4,9
8077,03/12/2022,12:00,172,2.7,31.7,1.5,23.5,47.1,0,1009,17.3,5.8,7
8078,03/12/2022,13:00,149,2.1,39.1,1.1,23.9,44.5,0,1009,20.1,6.6,9
8079,03/12/2022,14:00,132,2,35.7,1.1,23.7,46.2,0,1008,26.2,8.1,11
8080,03/12/2022,15:00,124,2.7,31.4,1.2,23.7,43.6,0,1008,26.1,8.3,11
8081,03/12/2022,16:00,126,2.2,37.4,1.2,23.6,44,0,1009,22.1,7.8,10
8082,03/12/2022,17:00,135,2.2,37.4,1.2,22.6,50.1,0,1009,23.9,8.1,11
8083,03/12/2022,18:00,179,2.2,29.4,1,21.3,54.6,0,1010,20.5,7.1,9
8084,03/12/2022,19:00,196,1.7,24.8,0.8,20.5,57.3,0,1010,16.9,6.2,9
8085,03/12/2022,20:00,191,1.9,23.5,0.8,20.3,57.2,0,1011,14.7,5.9,9
8086,03/12/2022,21:00,177,1.6,27.8,0.7,20.2,58.7,0,1011,13.6,5.3,7
8087,03/12/2022,22:00,150,1.2,36.3,0.6,19.4,66.5,0,1011,13,5.1,7
8088,03/12/2022,23:00,184,0.6,53.3,0.4,18.5,74.7,0,1011,12,4.9,8
8089,04/12/2022,00:00,187,0.3,65.2,0.3,18.8,70.2,0,1010,12.5,4.9,8
8090,04/12/2022,01:00,194,0.4,71.8,0.4,18.8,66.7,0,1009,9.6,4,4
8091,04/12/2022,02:00,194,0.5,66.2,0.5,18.4,68.2,0,1009,9.3,3.5,4
8092,04/12/2022,03:00,185,0.4,68,0.4,18.2,69.4,0,1009,9.4,3.4,4
8093,04/12/2022,04:00,192,0.4,60.1,0.4,17.8,70.1,0,1009,9.6,3.5,4
8094,04/12/2022,05:00,198,0.6,56,0.5,17.9,69.4,0,1010,11,3.8,4
8095,04/12/2022,06:00,190,1,53.5,0.6,19,65.4,0,1010,13,4.5,6
8096,04/12/2022,07:00,177,2.1,29.5,1,20.5,60.8,0,1011,13.3,4.9,7
8097,04/12/2022,08:00,168,1.7,36.6,1,22.4,54.1,0,1010,10.4,4.1,4
8098,04/12/2022,09:00,160,1.6,37.5,1.1,23.6,50.7,0,1010,12.7,4.9,6
8099,04/12/2022,10:00,160,1.8,37.5,1,24.2,48.2,0,1009,12.8,4.9,6
8100,04/12/2022,11:00,139,1.5,39.7,0.8,24.9,46.4,0,1009,11.8,4.8,6
8101,04/12/2022,12:00,120,1.7,36.3,0.9,24.5,50.4,0,1008,13.7,5.2,7
8102,04/12/2022,13:00,145,1.4,39.7,0.8,23.7,58.3,0,1008,17.4,6.2,11
8103,04/12/2022,14:00,147,1.6,36.7,0.9,24.4,52.9,0,1007,10.6,4.2,6
8104,04/12/2022,15:00,145,1.6,39,1,24,54.9,0,1007,10.7,3.8,6
8105,04/12/2022,16:00,132,1.7,33.8,0.8,23.6,56.5,0,1007,8.1,3.4,5
8106,04/12/2022,17:00,122,1.5,38.4,0.8,23,57.5,0,1008,6.9,2.8,4
8107,04/12/2022,18:00,132,1.6,34.3,0.8,22.2,59.9,0,1009,4.9,2.5,3
8108,04/12/2022,19:00,144,1.4,39.6,0.7,21.6,62.2,0,1009,7.1,3.1,4
8109,04/12/2022,20:00,133,0.9,39.3,0.5,21.5,62.7,0,1009,8.6,3.7,5
8110,04/12/2022,21:00,151,0.9,36.1,0.5,21.2,63.8,0,1009,7.4,3.4,4
8111,04/12/2022,22:00,168,1,35.1,0.5,21.1,63.4,0,1009,6.2,2.6,3
8112,04/12/2022,23:00,178,1.3,29.7,0.6,20.8,64.8,0,1009,7.2,2.5,3
8113,05/12/2022,00:00,179,1,41.3,0.5,20.3,67.3,0,1008,5.9,2.5,2
8114,05/12/2022,01:00,194,0.6,52.9,0.4,19.7,68.3,0,1007,9,3.8,5
8115,05/12/2022,02:00,195,0.7,48.2,0.6,19.3,68.9,0,1007,7.8,3.6,4
8116,05/12/2022,03:00,194,0.4,67.2,0.4,19.2,70.6,0,1006,9.4,3.8,5
8117,05/12/2022,04:00,193,0.5,63,0.4,19,70.8,0,1006,10.2,4.1,5
8118,05/12/2022,05:00,176,0.3,71.8,0.4,19.5,68.7,0,1007,9.2,3.8,5
8119,05/12/2022,06:00,188,0.6,60.4,0.5,20.8,62.5,0,1007,10,3.8,5
8120,05/12/2022,07:00,194,0.7,57.5,0.6,22.3,57.2,0,1007,12.5,4.2,6
8121,05/12/2022,08:00,179,1,51.7,0.7,23.8,53.3,0,1007,13.9,4.9,7
8122,05/12/2022,09:00,135,0.8,44.7,0.6,25.1,49.8,0,1007,13.9,5.3,7
8123,05/12/2022,10:00,168,0.7,57.8,0.5,26.6,45.8,0,1006,14.4,5.4,7
8124,05/12/2022,11:00,181,0.3,69.3,0.4,28.5,41.2,0,1006,14.8,5.4,8
8125,05/12/2022,12:00,168,0.8,53.5,0.8,28.8,38.7,0,1005,15.1,5.1,7
8126,05/12/2022,13:00,357,1.6,35.1,0.7,27.5,46.9,0,1004,24.6,6.6,10
8127,05/12/2022,14:00,6,1.6,33.6,0.8,27.3,48.2,0,1003,23.1,6.6,10
8128,05/12/2022,15:00,13,1.1,42.6,0.7,27.3,49,0,1003,21.6,6.2,9
8129,05/12/2022,16:00,353,1.5,31.2,0.7,26.6,53.4,0,1003,23,6.4,10
8130,05/12/2022,17:00,8,0.9,40,0.6,26,56.2,0,1003,25.1,6.9,11
8131,05/12/2022,18:00,8,1.1,34.2,0.5,24.8,63.7,0,1004,23.3,7.3,13
8132,05/12/2022,19:00,355,1.3,29.6,0.6,23.5,72.4,0,1004,21.6,7.5,15
8133,05/12/2022,20:00,1,1.2,30.6,0.6,23.1,75.2,0,1005,22.9,7.8,15
8134,05/12/2022,21:00,0,1.2,30.3,0.6,22.8,78,0,1005,18.7,7.1,14
8135,05/12/2022,22:00,359,0.9,41.9,0.5,22.8,78.8,0,1005,17.5,6.9,13
8136,05/12/2022,23:00,348,0.9,38.3,0.5,22.5,78.7,0,1005,18.3,7.2,15
8137,06/12/2022,00:00,353,0.2,71.7,0.3,22,80.1,0,1004,16.5,6.8,13
8138,06/12/2022,01:00,350,0.5,46.4,0.3,21.8,79.5,0,1003,15.9,6.3,9
8139,06/12/2022,02:00,353,0.2,59.9,0.3,21.9,78.7,0,1003,13.7,5.8,10
8140,06/12/2022,03:00,340,0.2,62.4,0.2,21.6,80,0,1003,13.4,5.6,10
8141,06/12/2022,04:00,258,0.1,66.5,0.2,21.1,80.7,0,1003,12.6,5.5,10
8142,06/12/2022,05:00,209,0.2,72.9,0.3,20.7,82,0,1004,11.6,6.1,16
8143,06/12/2022,06:00,183,0.2,70.2,0.3,22.4,74.5,0,1004,18,8.5,20
8144,06/12/2022,07:00,190,0.1,85.3,0.2,25.3,61.2,0,1004,17.7,8.1,18
8145,06/12/2022,08:00,181,0.3,72.6,0.4,27,53.9,0,1004,18.8,7.7,16
8146,06/12/2022,09:00,200,0.1,86.7,0.3,30.5,40.1,0,1003,17.3,6.1,12
8147,06/12/2022,10:00,132,0.2,91.2,0.4,32.9,29.4,0,1003,13.7,4.5,6
8148,06/12/2022,11:00,185,0.1,96.3,0.4,33.9,26.2,0,1002,16.3,4.5,7
8149,06/12/2022,12:00,214,0.1,95.6,0.4,35,25.5,0,1001,17,5.4,8
8150,06/12/2022,13:00,355,1,58,0.6,34.5,31.8,0,1000,20.4,5.7,10
8151,06/12/2022,14:00,4,1.8,33.7,0.9,32.2,40.2,0,999,27.5,6.8,12
8152,06/12/2022,15:00,356,2.2,24.3,0.8,31.1,41.8,0,999,19.2,6.1,11
8153,06/12/2022,16:00,354,2.1,22.2,0.8,30.6,43.4,0,999,19.2,6,11
8154,06/12/2022,17:00,351,1.7,25.5,0.7,30.3,44.9,0,999,19.9,6.3,12
8155,06/12/2022,18:00,350,1,35.3,0.5,29.5,45.6,0,1000,18.7,7,14
8156,06/12/2022,19:00,62,0.3,57.7,0.4,28,53.2,0,1001,19.3,7.3,16
8157,06/12/2022,20:00,48,0.4,49.1,0.3,26.8,59.7,0,1001,19,7.6,18
8158,06/12/2022,21:00,97,0.4,53.5,0.3,26.4,62.5,0,1002,21.3,7.9,19
8159,06/12/2022,22:00,177,1,43.4,0.5,25.7,64.9,0,1002,25.8,8.4,20
8160,06/12/2022,23:00,155,0.9,41.8,0.5,25.1,65.1,0,1003,20.7,8.1,19
8161,07/12/2022,00:00,131,0.6,41.5,0.3,24,72.7,0,1003,22.7,9.9,24
8162,07/12/2022,01:00,129,0.5,36.1,0.2,23.2,75.7,0,1003,25,11,23
8163,07/12/2022,02:00,173,0.2,64.2,0.2,22.7,76,0,1003,26,10.8,25
8164,07/12/2022,03:00,185,0.5,50.5,0.4,22.3,64.6,0,1003,20.7,9.3,21
8165,07/12/2022,04:00,222,0.2,64.7,0.2,21.7,64.5,0,1004,19,8.5,18
8166,07/12/2022,05:00,124,0.4,48.2,0.2,22.4,62.8,0,1004,19.5,8.6,19
8167,07/12/2022,06:00,97,0.5,37.9,0.3,23.6,57.2,0,1005,20.6,8.9,19
8168,07/12/2022,07:00,74,0.7,48.5,0.4,24.6,54.8,0,1005,23.6,9.3,20
8169,07/12/2022,08:00,74,0.7,45.8,0.4,25.9,50.9,0,1005,27.1,9.9,20
8170,07/12/2022,09:00,3,0.9,48.5,0.6,28.1,46.8,0,1004,40.9,12.5,24
8171,07/12/2022,10:00,25,1.2,40.4,0.7,28.5,49.6,0,1004,45.6,13.8,27
8172,07/12/2022,11:00,13,1.4,40.1,0.8,28.7,48.6,0,1004,35.4,12.4,26
8173,07/12/2022,12:00,0,1.6,33.5,0.8,29.1,48.4,0,1003,31.9,11.8,26
8174,07/12/2022,13:00,358,1.9,29.5,0.8,28.7,51.9,0,1002,31.9,11.5,26
8175,07/12/2022,14:00,359,2,31.2,0.9,28.2,53.9,0,1002,32,11.4,26
8176,07/12/2022,15:00,4,1.5,39.9,0.8,27.9,55.1,0,1001,34.4,11.4,27
8177,07/12/2022,16:00,9,1.5,32.7,0.8,26.8,60.5,0,1001,30.7,10.7,26
8178,07/12/2022,17:00,354,2.1,26,0.8,26,64,0,1001,25.2,10.4,26
8179,07/12/2022,18:00,2,1.9,29.4,0.9,24.8,71,0,1002,24.4,10,26
8180,07/12/2022,19:00,350,2.4,19.9,0.9,24.2,73.3,0,1002,23.6,10.3,27
8181,07/12/2022,20:00,351,2.3,22.8,0.9,24.1,76.6,0,1003,24.9,11,30
8182,07/12/2022,21:00,352,1.5,37.8,0.7,24.3,76.5,0,1003,25.2,10.9,29
8183,07/12/2022,22:00,346,1.8,22.8,0.7,24.4,76.1,0.3,1004,25.3,11.1,30
8184,07/12/2022,23:00,4,0.8,60.1,0.5,23.6,81.5,0.1,1002,21.4,10.2,28
8185,08/12/2022,00:00,335,0.5,65.2,0.4,23.6,80.8,0.6,1002,18.4,9.4,24
8186,08/12/2022,01:00,192,0.7,52.5,0.5,23.4,83.1,0.3,1002,19.9,10,23
8187,08/12/2022,02:00,339,0.4,74.7,0.4,23,84.1,1.8,1002,19,10.4,28
8188,08/12/2022,03:00,319,0.3,73.9,0.5,21.8,82.2,14.5,1002,15.6,7,14
8189,08/12/2022,04:00,327,1,58.6,0.7,21.3,79,7.2,1001,12.7,4.5,8
8190,08/12/2022,05:00,332,1.2,51.1,0.8,21.7,72.9,0.5,1000,8.6,3.4,5
8191,08/12/2022,06:00,312,0.3,75.9,0.3,22.7,74,0,1001,9.1,3.9,7
8192,08/12/2022,07:00,12,0.3,70.1,0.5,24.6,66.5,0,1002,10.9,4.4,8
8193,08/12/2022,08:00,2,1.2,45.8,0.8,26.3,58.8,0,1003,12,5.1,9
8194,08/12/2022,09:00,356,1.6,34.7,0.7,26.6,59.3,0,1003,16.2,6.3,11
8195,08/12/2022,10:00,356,1.6,41.6,0.9,27.7,57.8,0,1002,19.3,7.6,16
8196,08/12/2022,11:00,2,2,31.8,0.9,27.7,59.2,0,1001,19.4,7.8,17
8197,08/12/2022,12:00,3,2.2,33.5,1,27.9,60.7,0,1000,22.5,9.2,21
8198,08/12/2022,13:00,6,2,31.2,1,28.3,62,0,999,27.3,10.9,25
8199,08/12/2022,14:00,349,2.8,22.2,1.1,28.3,63.4,0,998,27.6,10.8,25
8200,08/12/2022,15:00,353,2.3,25.5,0.9,28.5,65.1,0,997,26.4,10.6,25
8201,08/12/2022,16:00,350,1.7,34.5,0.8,28.5,64.8,0,997,23.9,9.8,21
8202,08/12/2022,17:00,350,1.1,39.7,0.6,28.8,62.6,0,997,21.9,9.3,23
8203,08/12/2022,18:00,343,1,43.5,0.5,28.5,66.6,0,998,25.1,10.7,27
8204,08/12/2022,19:00,333,2,25,1,27.2,56.3,0,999,18.3,8.6,20
8205,08/12/2022,20:00,336,1.2,36.8,0.7,26.3,54.8,0,1000,15.5,6.7,14
8206,08/12/2022,21:00,329,0.8,69.2,0.5,26.1,55.4,0,1001,14.9,6.2,12
8207,08/12/2022,22:00,177,0.3,73,0.3,26.4,38.8,0,1001,19.7,5.6,8
8208,08/12/2022,23:00,198,0.8,58.5,0.5,25.8,44.2,0,1002,20.3,5.8,10
8209,09/12/2022,00:00,156,0.8,36.5,0.6,24.8,67.2,0,1003,19.8,8.8,21
